username,timestamp,likes,komentar
jeff.stecu2,7/7/2026, 09.40.25,0,"Ingat tuhan tidak tidurrrr🙏"
crak4521,7/7/2026, 09.18.16,0,"Nadiem ini menggunakan jabatannya untuk menjalin hubungan dengan google guna kepentingan perusahaannya gojek.. Itu korupsinya si nadiem... Ingat korupsi itu bukan saja mengambil uang negara.. Tapi menggunakan jabatan untuk kepentingan pribadi.. Itu jenis korupsi yang dilakukan nadiem.."
apriano_se,7/7/2026, 09.08.25,0,"Mungkin ini ya dinamakan money loundry! Jemurnya dimana?"
jktdretail,7/7/2026, 08.19.14,0,"Ini creator"" bayaran pemerintah. cek aja isinya. btw chromebook yg di beli harganya di bawah pasar ya guys. nowadays kita perlu ngefilter nonton content. pemerintah yg skrg jor joran biaya buzzer utk menggiring opini rakyat 🙏"
ket202025,7/7/2026, 08.01.08,0,"Kalo.beli windows apa jd bener ? Terus tugas PPK LKPP BPK gmn ?"
nimas_nawang,7/7/2026, 07.25.21,0,"Tp coba cek di negara lain deh kan emang pake itu loh laptop buat belajarnya di negara maju gmana mau maju y indonesia ini udh pd shuuzon duluan giliran yg bener2 korupsi yg ga rumit apa lah gede bgt depan mata mana hukumannya 🤣🤣🤣 negara kok gini amat agak laen"
fikriazmi_23,7/7/2026, 07.22.38,0,""
pramudyaindradata,7/7/2026, 07.11.56,0,"Gimna nih menurut abangku @cepotkepin_ @rds_dialectique @bang___eka @salim_dower @dj_donny ?"
trinovianafenti,7/7/2026, 06.51.53,0,"@nadiemmakarim munafiknya"
bernardia13,7/7/2026, 06.41.44,0,"Harusnya kalau terbukti bersalah karupsi, hukum mati Saja"
charlesleopoldsimboh,7/7/2026, 06.40.40,0,"Ternyata mantan menteri Nadim ini brengsek juga, mencari keuntungan perusahannya sendiri"
kyymarr.qm,7/7/2026, 06.35.53,0,"Oh gituuu baru paham👍"
cutnizadahlan,7/7/2026, 06.27.58,0,"Udah salah kok bnyak yg bela ya,,"
teti_lianajk,7/7/2026, 05.35.44,0,"Mereka orang pintar jadi mainny jg pintar,untung hakimny bukan aq kalo gak y gak akan terungkap…"
mahmud_ireng,7/7/2026, 04.02.31,0,"Yakin loh?"
fitriyansyah10,7/7/2026, 01.34.40,0,"Versi baru"
khadikwidayat,7/7/2026, 01.19.22,0,"Ternyata oh ternyata mks infonya 👍"
kemas_rp,7/7/2026, 00.50.23,0,"Tolong jawab dengan logika. Ngapain google nyuap menteri pendidikan buat pake os dia??? 😂 lalu kenapa google gak di panggil aja sama jaksa buat jadi saksi kek? Terakhir itu wakil menteri nyuap mahasiswa bukan korupsi? Itu nyuap pake uang apaan? Silahkan dijawab"
vanddies,7/7/2026, 00.33.40,0,"🔥🔥"
_thehardcoreplayer,7/7/2026, 00.25.05,0,"Masih ga ngejelasin kenapa Nadiem Makarim dipenjara, kan Nadiem Makarim dituntut karena korupsi, bukan karena ""Kerja sama"" dengan Google"
bitnernaibaho,6/7/2026, 23.02.55,0,"Ngomong dungu lu"
iskandar.baikhati,6/7/2026, 22.42.29,0,"Btw harus nya google terlibat dong , sekarang gimana statua nya google apa di seret juga ke meja hijau ?"
iskandar.baikhati,6/7/2026, 22.41.05,0,"Masuk akal"
realindra_,6/7/2026, 22.37.53,0,"Karena 2022 dan 2023, presidennya masih Jokowi..."
mahzaki_23,6/7/2026, 22.10.32,0,"Kenapa banyak yg belain apa gak lihat hasilnya sekarang bagaimana dengan generasi muda khususnya gen z banyak anak SMA belum bisa calistung, digitalisasi pendidikan mewajibkan semua siswa memiliki gadget dari jenjang dasar dan dampaknya sekarang lebih miris dari  sekedar calistung"
darmogandul80,6/7/2026, 22.07.00,0,"🔥"
ridwanalifs,6/7/2026, 21.51.13,0,"Presiden nya juga harusnya di priksa lah banggg"
novitaszsa,6/7/2026, 20.54.31,0,"Lucunya malah mau open donasi buat  nutupin dendanya koruptor😂🤣🤣🤣"
